date,stock_code,stock_name,price,support_price,support_date,test_count,reason,sector,market_condition,filtered,filter_reason
2025-09-18,600039.SS,600039.SS,8.36966,8.14049,2025-08-15,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2025-10-09,600039.SS,600039.SS,7.95118,8.14049,2025-08-15,8,第8次测试支撑后反弹,沪市主板,数据不足,False,
2025-06-13,600048.SS,600048.SS,7.92766,7.84936,2025-05-26,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-07-18,600048.SS,600048.SS,7.88851,7.61447,2025-06-23,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-08-21,600048.SS,600048.SS,8.0,7.70255,2025-06-24,9,第9次测试支撑后反弹,沪市主板,数据不足,False,
2025-09-18,600048.SS,600048.SS,7.77,7.68,2025-09-03,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2026-01-05,600048.SS,600048.SS,6.3,6.19,2025-12-17,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-09-29,600050.SS,600050.SS,5.3702,5.17421,2025-08-04,8,第8次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-31,600050.SS,600050.SS,5.15,5.07,2025-12-16,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2026-03-04,600050.SS,600050.SS,4.86,4.78,2026-02-03,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-04-11,600066.SS,600066.SS,24.5031,23.2543,2025-02-24,6,第6次测试支撑后反弹,沪市主板,数据不足,False,
2025-05-20,600066.SS,600066.SS,23.9829,23.2732,2025-04-10,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2026-03-03,600066.SS,600066.SS,30.3,29.75,2026-02-04,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-04-18,600085.SS,600085.SS,35.7546,35.2615,2025-02-26,8,第8次测试支撑后反弹,沪市主板,数据不足,False,
2025-07-31,600085.SS,600085.SS,36.0,35.2122,2025-06-23,6,第6次测试支撑后反弹,沪市主板,数据不足,False,
2025-11-06,600085.SS,600085.SS,33.82,33.6,2025-10-09,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-12,600085.SS,600085.SS,32.02,32.99,2025-10-31,7,第7次测试支撑后反弹,沪市主板,数据不足,False,
2025-05-09,600089.SS,600089.SS,11.5828,11.1125,2025-04-16,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-04-11,600104.SS,600104.SS,15.4123,15.0143,2025-03-24,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-06-06,600104.SS,600104.SS,15.2133,14.8551,2025-04-10,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-09,600104.SS,600104.SS,15.28,14.7,2025-11-21,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-31,600104.SS,600104.SS,15.23,14.78,2025-11-25,6,第6次测试支撑后反弹,沪市主板,数据不足,False,
2026-03-04,600104.SS,600104.SS,13.88,14.02,2026-01-29,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2025-11-27,600111.SS,600111.SS,45.9,45.04,2025-11-12,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-18,600111.SS,600111.SS,44.13,43.5,2025-11-24,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-04-15,600115.SS,600115.SS,3.79,3.62,2025-03-31,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-05-09,600115.SS,600115.SS,3.79,3.62,2025-03-31,6,第6次测试支撑后反弹,沪市主板,数据不足,False,
2025-08-13,600115.SS,600115.SS,3.85,3.75,2025-07-15,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2025-05-26,600118.SS,600118.SS,26.4105,25.4009,2025-04-29,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2025-06-03,600143.SS,600143.SS,10.2177,9.74248,2025-04-11,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-18,600143.SS,600143.SS,17.61,17.48,2025-11-24,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-11-18,600150.SS,600150.SS,34.03,33.83,2025-10-13,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-08,600150.SS,600150.SS,34.33,33.83,2025-10-13,7,第7次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-31,600150.SS,600150.SS,33.41,32.8,2025-12-16,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2026-01-30,600150.SS,600150.SS,33.4,32.48,2025-12-17,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2025-05-22,600153.SS,600153.SS,9.68566,9.31357,2025-04-08,6,第6次测试支撑后反弹,沪市主板,数据不足,False,
2025-06-23,600153.SS,600153.SS,9.82277,9.51917,2025-06-03,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-11-03,600153.SS,600153.SS,9.9207,9.67587,2025-09-26,6,第6次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-31,600153.SS,600153.SS,9.19599,9.10785,2025-12-12,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2026-01-27,600153.SS,600153.SS,9.13723,8.98054,2025-12-31,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2026-03-11,600153.SS,600153.SS,9.28,8.8826,2026-01-27,6,第6次测试支撑后反弹,沪市主板,数据不足,False,
2025-04-24,600157.SS,600157.SS,1.36,1.31,2025-04-07,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-18,600157.SS,600157.SS,1.6,1.54,2025-11-24,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2026-02-03,600157.SS,600157.SS,1.6,1.55,2025-12-17,7,第7次测试支撑后反弹,沪市主板,数据不足,False,
2025-04-10,600160.SS,600160.SS,23.6877,22.7204,2025-02-19,7,第7次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-02,600160.SS,600160.SS,33.6914,32.4269,2025-11-05,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2025-05-27,600208.SS,600208.SS,2.51,2.54,2025-04-09,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2025-06-19,600208.SS,600208.SS,2.58,2.49,2025-05-28,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-18,600208.SS,600208.SS,3.84,3.91,2025-11-21,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-09-22,600312.SS,600312.SS,15.721,14.7613,2025-09-04,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-05-09,600438.SS,600438.SS,16.65,16.48,2025-04-09,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-11,600438.SS,600438.SS,21.4,20.63,2025-10-13,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2026-01-05,600438.SS,600438.SS,21.11,20.68,2025-12-19,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2026-03-10,600438.SS,600438.SS,18.63,17.79,2026-02-02,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-16,600460.SS,600460.SS,27.23,26.88,2025-11-24,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-10-17,600482.SS,600482.SS,21.6751,21.0775,2025-09-23,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-11-18,600482.SS,600482.SS,20.3005,20.5495,2025-11-03,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-08,600482.SS,600482.SS,20.0,19.8024,2025-11-21,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-11-25,600486.SS,600486.SS,61.9,60.41,2025-11-05,2,第2次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-17,600486.SS,600486.SS,64.8,61.38,2025-11-26,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-05-27,600487.SS,600487.SS,14.8732,14.2625,2025-04-07,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-16,600487.SS,600487.SS,19.88,19.2,2025-11-25,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-05-30,600497.SS,600497.SS,5.01018,4.87424,2025-04-16,7,第7次测试支撑后反弹,沪市主板,数据不足,False,
2025-06-20,600498.SS,600498.SS,19.9,19.595,2025-05-30,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-04,600498.SS,600498.SS,23.29,22.52,2025-11-19,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-04-29,600511.SS,600511.SS,28.2373,27.8675,2025-04-08,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-07-31,600511.SS,600511.SS,29.7,28.58,2025-06-19,7,第7次测试支撑后反弹,沪市主板,数据不足,False,
2025-10-20,600511.SS,600511.SS,29.38,28.51,2025-09-26,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2026-02-27,600511.SS,600511.SS,29.76,28.58,2025-12-31,8,第8次测试支撑后反弹,沪市主板,数据不足,False,
2025-06-05,600515.SS,600515.SS,3.38533,3.27548,2025-04-07,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2026-01-15,600515.SS,600515.SS,4.63,4.44,2025-12-18,2,第2次测试支撑后反弹,沪市主板,数据不足,False,
2025-04-30,600516.SS,600516.SS,4.63004,4.5006,2025-04-08,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-07-16,600516.SS,600516.SS,4.7,4.5006,2025-06-18,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2026-01-22,600516.SS,600516.SS,5.81,5.56,2025-12-18,6,第6次测试支撑后反弹,沪市主板,数据不足,False,
2026-02-13,600516.SS,600516.SS,5.65,5.52,2025-12-17,8,第8次测试支撑后反弹,沪市主板,数据不足,False,
2025-11-07,600519.SS,600519.SS,1410.98,1391.43,2025-10-13,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-30,600519.SS,600519.SS,1385.0,1360.02,2025-12-10,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2026-01-27,600519.SS,600519.SS,1335.0,1360.02,2025-12-10,8,第8次测试支撑后反弹,沪市主板,数据不足,False,
2025-05-09,600521.SS,600521.SS,14.0816,13.6072,2025-04-17,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-11-07,600521.SS,600521.SS,18.2,18.29,2025-10-23,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-17,600521.SS,600521.SS,17.24,16.7,2025-11-21,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2026-01-21,600521.SS,600521.SS,16.77,16.69,2025-12-17,6,第6次测试支撑后反弹,沪市主板,数据不足,False,
2026-03-04,600521.SS,600521.SS,15.3,15.28,2026-02-03,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-05-27,600522.SS,600522.SS,12.9728,12.8847,2025-04-16,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2025-06-20,600522.SS,600522.SS,13.4623,12.8455,2025-06-03,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-06-16,600529.SS,600529.SS,21.0775,20.5617,2025-05-29,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-31,600529.SS,600529.SS,20.37,19.9,2025-12-05,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-10,600547.SS,600547.SS,35.78,34.05,2025-11-04,6,第6次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-22,600563.SS,600563.SS,102.93,100.05,2025-12-04,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-04-28,600570.SS,600570.SS,25.3969,24.7094,2025-04-07,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-05-27,600570.SS,600570.SS,25.1478,24.7094,2025-04-07,7,第7次测试支撑后反弹,沪市主板,数据不足,False,
2025-10-22,600570.SS,600570.SS,32.2,32.09,2025-09-23,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-03,600570.SS,600570.SS,28.38,28.71,2025-11-17,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-23,600570.SS,600570.SS,29.65,28.39,2025-11-24,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2025-06-03,600580.SS,600580.SS,19.3169,18.4899,2025-04-10,6,第6次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-18,600580.SS,600580.SS,40.96,38.99,2025-11-24,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-04-28,600584.SS,600584.SS,32.9028,31.7181,2025-04-11,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-06-03,600584.SS,600584.SS,32.2856,31.4593,2025-04-10,7,第7次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-18,600584.SS,600584.SS,36.05,34.58,2025-11-24,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-11-06,600585.SS,600585.SS,23.41,22.4469,2025-09-23,6,第6次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-31,600585.SS,600585.SS,22.09,21.87,2025-12-10,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-05-23,600588.SS,600588.SS,12.9,12.67,2025-04-08,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-06-20,600588.SS,600588.SS,12.3,12.72,2025-05-26,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-07-10,600588.SS,600588.SS,12.94,12.57,2025-06-24,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-11-14,600588.SS,600588.SS,14.2,13.91,2025-09-24,6,第6次测试支撑后反弹,沪市主板,数据不足,False,
2025-06-10,600637.SS,600637.SS,7.29641,7.03444,2025-04-28,7,第7次测试支撑后反弹,沪市主板,数据不足,False,
2025-07-15,600637.SS,600637.SS,7.48602,7.03444,2025-05-23,9,第9次测试支撑后反弹,沪市主板,数据不足,False,
2025-05-16,600655.SS,600655.SS,5.41592,5.28052,2025-04-16,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2025-06-10,600655.SS,600655.SS,5.54164,5.28052,2025-04-16,9,第9次测试支撑后反弹,沪市主板,数据不足,False,
2025-10-20,600655.SS,600655.SS,5.79,5.69,2025-09-29,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-31,600655.SS,600655.SS,5.18,5.01,2025-12-15,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2026-01-21,600655.SS,600655.SS,5.33,5.1,2025-12-17,6,第6次测试支撑后反弹,沪市主板,数据不足,False,
2025-08-18,600660.SS,600660.SS,57.3559,53.8513,2025-07-31,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-11-27,600660.SS,600660.SS,64.8,63.3,2025-10-17,6,第6次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-29,600660.SS,600660.SS,63.03,61.5,2025-12-11,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2026-01-26,600660.SS,600660.SS,61.16,60.85,2025-12-22,6,第6次测试支撑后反弹,沪市主板,数据不足,False,
2025-04-29,600667.SS,600667.SS,6.26364,6.04697,2025-04-07,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-05-28,600667.SS,600667.SS,6.20455,6.04697,2025-04-07,8,第8次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-04,600673.SS,600673.SS,20.74,20.0,2025-10-23,6,第6次测试支撑后反弹,沪市主板,数据不足,False,
2025-07-18,600674.SS,600674.SS,16.06,15.4674,2025-06-23,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-10-09,600674.SS,600674.SS,14.57,14.08,2025-09-19,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2026-01-16,600674.SS,600674.SS,14.12,13.85,2025-12-30,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2026-02-25,600674.SS,600674.SS,14.15,13.66,2026-02-03,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-05-08,600690.SS,600690.SS,24.6144,23.3154,2025-04-18,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-06-30,600690.SS,600690.SS,23.6593,23.0193,2025-06-13,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-10-29,600690.SS,600690.SS,25.9879,24.5623,2025-10-09,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2026-03-09,600690.SS,600690.SS,24.95,24.81,2026-01-29,6,第6次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-15,600699.SS,600699.SS,27.07,26.01,2025-11-26,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-30,600704.SS,600704.SS,5.487,5.26083,2025-11-25,6,第6次测试支撑后反弹,沪市主板,数据不足,False,
2026-03-04,600741.SS,600741.SS,18.45,18.36,2026-02-02,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-11,600745.SS,600745.SS,38.31,37.65,2025-10-14,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2026-01-05,600745.SS,600745.SS,37.85,36.61,2025-12-17,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-10-29,600754.SS,600754.SS,22.18,22.0,2025-10-13,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-04-30,600760.SS,600760.SS,44.0476,41.3294,2025-04-09,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2026-02-02,600760.SS,600760.SS,54.2542,52.7679,2025-12-16,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-05-09,600763.SS,600763.SS,40.8625,39.2106,2025-04-23,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-06-23,600763.SS,600763.SS,40.75,39.1315,2025-04-25,10,第10次测试支撑后反弹,沪市主板,数据不足,False,
2025-11-06,600763.SS,600763.SS,42.43,41.7,2025-10-20,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-30,600763.SS,600763.SS,40.25,40.09,2025-12-12,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-04-29,600765.SS,600765.SS,14.9477,14.243,2025-04-07,2,第2次测试支撑后反弹,沪市主板,数据不足,False,
2025-09-26,600765.SS,600765.SS,15.94,15.69,2025-09-04,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-10-22,600765.SS,600765.SS,15.9,15.46,2025-09-23,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2025-11-21,600765.SS,600765.SS,16.05,15.6,2025-11-05,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2026-02-13,600795.SS,600795.SS,4.65,4.53,2026-01-29,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-04-18,600803.SS,600803.SS,18.1185,17.452,2025-02-17,9,第9次测试支撑后反弹,沪市主板,数据不足,False,
2025-09-30,600803.SS,600803.SS,17.7967,17.7471,2025-09-05,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-10-28,600803.SS,600803.SS,18.33,17.757,2025-09-19,7,第7次测试支撑后反弹,沪市主板,数据不足,False,
2026-02-02,600803.SS,600803.SS,19.23,19.21,2026-01-16,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2026-02-26,600803.SS,600803.SS,19.87,19.09,2026-02-03,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-05-12,600816.SS,600816.SS,2.73,2.67,2025-04-16,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2025-06-03,600816.SS,600816.SS,2.75,2.61,2025-04-07,9,第9次测试支撑后反弹,沪市主板,数据不足,False,
2026-01-05,600816.SS,600816.SS,2.84,2.79,2025-12-17,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2026-02-02,600816.SS,600816.SS,2.83,2.79,2025-12-17,8,第8次测试支撑后反弹,沪市主板,数据不足,False,
2026-02-26,600816.SS,600816.SS,2.85,2.8,2026-02-02,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-05-27,600820.SS,600820.SS,5.73767,5.54642,2025-04-08,8,第8次测试支撑后反弹,沪市主板,数据不足,False,
2025-10-17,600820.SS,600820.SS,6.63482,6.25908,2025-09-29,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-11-27,600820.SS,600820.SS,6.34,6.25908,2025-09-29,7,第7次测试支撑后反弹,沪市主板,数据不足,False,
2025-07-10,600839.SS,600839.SS,9.68212,9.26418,2025-06-19,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-08-04,600839.SS,600839.SS,9.78,9.41344,2025-06-18,8,第8次测试支撑后反弹,沪市主板,数据不足,False,
2025-11-14,600839.SS,600839.SS,10.01,9.86,2025-10-21,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-04-28,600845.SS,600845.SS,25.3339,24.953,2025-04-08,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-05-28,600845.SS,600845.SS,24.455,24.8554,2025-04-29,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2025-07-11,600845.SS,600845.SS,23.69,22.93,2025-06-24,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-09-29,600845.SS,600845.SS,23.22,23.19,2025-09-04,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2025-10-30,600845.SS,600845.SS,23.04,22.35,2025-09-23,6,第6次测试支撑后反弹,沪市主板,数据不足,False,
2025-07-16,600859.SS,600859.SS,13.64,13.1038,2025-06-23,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-10-28,600859.SS,600859.SS,13.87,13.62,2025-10-13,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-11-21,600859.SS,600859.SS,14.09,13.75,2025-10-28,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-12,600859.SS,600859.SS,14.38,13.83,2025-10-30,7,第7次测试支撑后反弹,沪市主板,数据不足,False,
2026-02-02,600859.SS,600859.SS,14.34,14.12,2025-12-15,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-04-29,600862.SS,600862.SS,22.5671,21.8644,2025-04-09,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-10-22,600862.SS,600862.SS,22.88,22.48,2025-09-23,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-16,600862.SS,600862.SS,21.01,20.73,2025-11-28,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-04-30,600864.SS,600864.SS,5.65305,5.46461,2025-04-08,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-06-20,600864.SS,600864.SS,5.55387,5.59354,2025-06-03,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-31,600864.SS,600864.SS,6.71,6.64,2025-12-04,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2026-02-13,600864.SS,600864.SS,6.48,6.46,2026-01-27,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2026-03-05,600864.SS,600864.SS,6.25,6.38,2026-02-03,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-04-23,600867.SS,600867.SS,7.2212,6.89209,2025-04-08,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2026-01-16,600867.SS,600867.SS,8.64,8.26,2025-12-25,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-04-30,600879.SS,600879.SS,8.35281,7.97494,2025-04-09,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-05-19,600885.SS,600885.SS,22.817,21.8965,2025-04-16,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2025-07-17,600886.SS,600886.SS,14.5114,14.2105,2025-06-23,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-10-09,600886.SS,600886.SS,13.48,13.0,2025-09-22,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2026-01-16,600886.SS,600886.SS,13.38,13.08,2025-12-31,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2026-02-25,600886.SS,600886.SS,13.1,12.7,2026-01-29,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-07-15,600887.SS,600887.SS,27.0834,26.9457,2025-06-23,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-08-22,600887.SS,600887.SS,27.6243,26.7392,2025-07-07,7,第7次测试支撑后反弹,沪市主板,数据不足,False,
2025-11-06,600887.SS,600887.SS,26.8474,26.3556,2025-09-26,6,第6次测试支撑后反弹,沪市主板,数据不足,False,
2026-03-04,600887.SS,600887.SS,25.62,25.8,2026-01-29,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2025-04-30,600893.SS,600893.SS,33.9089,31.5652,2025-04-08,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-11,600893.SS,600893.SS,36.88,36.21,2025-11-21,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-22,600895.SS,600895.SS,39.06,37.58,2025-11-21,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2025-04-07,600900.SS,600900.SS,27.3545,26.1155,2025-03-04,6,第6次测试支撑后反弹,沪市主板,数据不足,False,
2026-02-26,600900.SS,600900.SS,26.12,25.1787,2026-01-29,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-07-18,600905.SS,600905.SS,4.30191,4.15425,2025-06-19,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2025-09-30,600905.SS,600905.SS,4.26,4.21,2025-09-04,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2025-10-28,600905.SS,600905.SS,4.3,4.21,2025-09-04,9,第9次测试支撑后反弹,沪市主板,数据不足,False,
2026-02-26,600905.SS,600905.SS,4.15,4.06,2026-02-03,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-04-11,600938.SS,600938.SS,23.5394,23.1582,2025-03-06,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2025-05-12,600938.SS,600938.SS,24.0445,23.1201,2025-04-14,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2025-08-29,600938.SS,600938.SS,25.354,24.7021,2025-07-07,8,第8次测试支撑后反弹,沪市主板,数据不足,False,
2025-09-30,600938.SS,600938.SS,25.7341,24.7691,2025-09-04,5,第5次测试支撑后反弹,沪市主板,数据不足,False,
2025-10-20,600938.SS,600938.SS,26.21,24.7691,2025-09-04,8,第8次测试支撑后反弹,沪市主板,数据不足,False,
2025-04-07,600941.SS,600941.SS,103.477,100.229,2025-03-20,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-04-17,600989.SS,600989.SS,14.4766,13.7599,2025-04-01,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-10-20,600998.SS,600998.SS,4.97,4.81,2025-09-29,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-11-28,600998.SS,600998.SS,4.97,4.81,2025-09-29,7,第7次测试支撑后反弹,沪市主板,数据不足,False,
2025-05-08,601000.SS,601000.SS,3.92657,3.81221,2025-03-10,7,第7次测试支撑后反弹,沪市主板,数据不足,False,
2025-10-10,601000.SS,601000.SS,3.89,3.77,2025-09-23,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-12-31,601000.SS,601000.SS,3.85,3.78,2025-12-12,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2026-02-03,601006.SS,601006.SS,4.99,4.95,2026-01-19,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2025-04-30,601012.SS,601012.SS,14.82,14.25,2025-04-08,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2025-06-23,601012.SS,601012.SS,14.55,14.24,2025-06-03,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
2026-01-09,601012.SS,601012.SS,18.1,17.77,2025-12-24,3,第3次测试支撑后反弹,沪市主板,数据不足,False,
2026-02-03,601012.SS,601012.SS,18.4,17.44,2025-12-17,7,第7次测试支撑后反弹,沪市主板,数据不足,False,
2026-03-05,601012.SS,601012.SS,18.01,17.3,2026-01-20,6,第6次测试支撑后反弹,沪市主板,数据不足,False,
2025-09-19,601018.SS,601018.SS,3.68124,3.54233,2025-08-28,4,第4次测试支撑后反弹,沪市主板,数据不足,False,
